| 分割 | 券種 | 確率 | 較正 | オッズ | ルール | n | 的中 | ROI% | ROI(下限精算)% | 平均EV | 実測的中率 | モデル平均確率 | 市場implied |
|---|---|---|---|---|---|---:|---:|---:|---:|---:|---:|---:|---:|
| VALIDATE | ワイド | model | iso | floor | top10 | 8593 | 92 | 44.5 | 43.9 | 3.34 | 1.0710% | 0.033325 | 0.015000 |
| VALIDATE | ワイド | model | iso | floor | top20 | 16389 | 183 | 42.5 | 41.7 | 2.75 | 1.1170% | 0.031125 | 0.016047 |
| VALIDATE | ワイド | model | iso | exp | ev1.2 | 29247 | 295 | 43.0 | 42.1 | 2.31 | 1.0090% | 0.027154 | 0.015223 |
| VALIDATE | ワイド | model | iso | exp | top1 | 873 | 3 | 25.9 | 24.9 | 5.14 | 0.3440% | 0.034380 | 0.010614 |
| VALIDATE | ワイド | model | iso | exp | top3 | 2617 | 18 | 26.6 | 25.8 | 4.41 | 0.6880% | 0.035207 | 0.012512 |
| VALIDATE | ワイド | model | iso | exp | top5 | 4357 | 37 | 28.4 | 28.1 | 4.00 | 0.8490% | 0.034667 | 0.013751 |
| VALIDATE | ワイド | model | iso | exp | top10 | 8615 | 95 | 45.2 | 44.5 | 3.38 | 1.1030% | 0.034128 | 0.015704 |
| VALIDATE | ワイド | model | iso | exp | top20 | 16501 | 196 | 42.9 | 42.1 | 2.78 | 1.1880% | 0.032077 | 0.016987 |
| VALIDATE | ワイド | blend | raw | floor | ev1.2 | 2223 | 50 | 79.1 | 76.1 | 1.41 | 2.2490% | 0.044187 | 0.032253 |
| VALIDATE | ワイド | blend | raw | floor | top1 | 838 | 31 | 67.3 | 65.8 | 1.37 | 3.6990% | 0.066901 | 0.053716 |
| VALIDATE | ワイド | blend | raw | floor | top3 | 2332 | 95 | 77.5 | 74.7 | 1.28 | 4.0740% | 0.061932 | 0.051332 |
| VALIDATE | ワイド | blend | raw | floor | top5 | 3530 | 141 | 81.1 | 78.0 | 1.25 | 3.9940% | 0.059536 | 0.050522 |
| VALIDATE | ワイド | blend | raw | floor | top10 | 5266 | 187 | 78.2 | 75.2 | 1.21 | 3.5510% | 0.054229 | 0.046844 |
| VALIDATE | ワイド | blend | raw | floor | top20 | 6358 | 210 | 78.4 | 75.6 | 1.19 | 3.3030% | 0.050618 | 0.044004 |
| VALIDATE | ワイド | blend | raw | exp | ev1.2 | 2644 | 74 | 88.3 | 84.8 | 1.41 | 2.7990% | 0.048516 | 0.036827 |
| VALIDATE | ワイド | blend | raw | exp | top1 | 861 | 40 | 69.2 | 67.5 | 1.40 | 4.6460% | 0.075675 | 0.062502 |
| VALIDATE | ワイド | blend | raw | exp | top3 | 2482 | 121 | 81.6 | 78.6 | 1.31 | 4.8750% | 0.070143 | 0.060183 |
| VALIDATE | ワイド | blend | raw | exp | top5 | 3885 | 177 | 81.8 | 78.5 | 1.26 | 4.5560% | 0.067413 | 0.059380 |
| VALIDATE | ワイド | blend | raw | exp | top10 | 6157 | 251 | 77.1 | 74.1 | 1.21 | 4.0770% | 0.061337 | 0.055346 |
| VALIDATE | ワイド | blend | raw | exp | top20 | 7553 | 283 | 77.5 | 74.6 | 1.20 | 3.7470% | 0.056651 | 0.051445 |
| VALIDATE | ワイド | blend | iso | floor | ev1.2 | 2760 | 58 | 79.4 | 76.2 | 1.42 | 2.1010% | 0.033902 | 0.024726 |
| VALIDATE | ワイド | blend | iso | floor | top1 | 826 | 32 | 78.8 | 76.2 | 1.41 | 3.8740% | 0.050164 | 0.039606 |
| VALIDATE | ワイド | blend | iso | floor | top3 | 2318 | 69 | 70.1 | 67.3 | 1.32 | 2.9770% | 0.047107 | 0.038525 |
| VALIDATE | ワイド | blend | iso | floor | top5 | 3559 | 101 | 73.6 | 70.5 | 1.28 | 2.8380% | 0.045392 | 0.037927 |
| VALIDATE | ワイド | blend | iso | floor | top10 | 5633 | 158 | 78.5 | 75.6 | 1.23 | 2.8050% | 0.041977 | 0.035850 |
| VALIDATE | ワイド | blend | iso | floor | top20 | 7178 | 185 | 77.2 | 74.4 | 1.21 | 2.5770% | 0.038847 | 0.033486 |
| VALIDATE | ワイド | blend | iso | exp | ev1.2 | 3176 | 70 | 75.1 | 72.2 | 1.42 | 2.2040% | 0.037740 | 0.028537 |
| VALIDATE | ワイド | blend | iso | exp | top1 | 858 | 34 | 74.1 | 71.8 | 1.43 | 3.9630% | 0.056538 | 0.045963 |
| VALIDATE | ワイド | blend | iso | exp | top3 | 2457 | 92 | 81.3 | 77.4 | 1.33 | 3.7440% | 0.055995 | 0.047778 |
| VALIDATE | ワイド | blend | iso | exp | top5 | 3864 | 142 | 75.2 | 72.0 | 1.29 | 3.6750% | 0.053403 | 0.046603 |
| VALIDATE | ワイド | blend | iso | exp | top10 | 6355 | 223 | 80.3 | 77.3 | 1.23 | 3.5090% | 0.048646 | 0.043467 |
| VALIDATE | ワイド | blend | iso | exp | top20 | 8308 | 269 | 78.0 | 75.2 | 1.21 | 3.2380% | 0.044830 | 0.040480 |
| VALIDATE | 三連複 | model | raw | floor | ev1.2 | 158267 | 109 | 25.5 | 25.5 | 3.00 | 0.0690% | 0.002226 | 0.001079 |
| VALIDATE | 三連複 | model | raw | floor | top1 | 874 | 0 | 0.0 | 0.0 | 10.88 | 0.0000% | 0.005626 | 0.001558 |
| VALIDATE | 三連複 | model | raw | floor | top3 | 2620 | 1 | 0.8 | 0.8 | 9.57 | 0.0380% | 0.005605 | 0.001654 |
| VALIDATE | 三連複 | model | raw | floor | top5 | 4364 | 3 | 7.9 | 7.9 | 8.78 | 0.0690% | 0.005291 | 0.001650 |
| VALIDATE | 三連複 | model | raw | floor | top10 | 8710 | 9 | 14.6 | 14.6 | 7.64 | 0.1030% | 0.004884 | 0.001738 |
| VALIDATE | 三連複 | model | raw | floor | top20 | 17261 | 23 | 30.7 | 30.8 | 6.47 | 0.1330% | 0.004417 | 0.001717 |
| VALIDATE | 三連複 | model | iso | floor | ev1.2 | 153185 | 98 | 26.0 | 26.0 | 3.05 | 0.0640% | 0.002213 | 0.001058 |
| VALIDATE | 三連複 | model | iso | floor | top1 | 873 | 0 | 0.0 | 0.0 | 11.17 | 0.0000% | 0.004650 | 0.001048 |
| VALIDATE | 三連複 | model | iso | floor | top3 | 2619 | 1 | 0.8 | 0.8 | 9.77 | 0.0380% | 0.004598 | 0.001192 |
| VALIDATE | 三連複 | model | iso | floor | top5 | 4361 | 4 | 6.4 | 6.4 | 8.96 | 0.0920% | 0.004449 | 0.001251 |
| VALIDATE | 三連複 | model | iso | floor | top10 | 8697 | 6 | 7.0 | 7.0 | 7.78 | 0.0690% | 0.004172 | 0.001328 |
| VALIDATE | 三連複 | model | iso | floor | top20 | 17232 | 19 | 30.5 | 30.6 | 6.58 | 0.1100% | 0.003892 | 0.001395 |
| VALIDATE | 三連複 | blend | raw | floor | ev1.2 | 25255 | 46 | 68.8 | 68.8 | 1.62 | 0.1820% | 0.004352 | 0.002891 |
| VALIDATE | 三連複 | blend | raw | floor | top1 | 872 | 7 | 92.7 | 92.7 | 1.99 | 0.8030% | 0.013149 | 0.008787 |
| VALIDATE | 三連複 | blend | raw | floor | top3 | 2599 | 13 | 67.1 | 67.1 | 1.86 | 0.5000% | 0.011722 | 0.008108 |
| VALIDATE | 三連複 | blend | raw | floor | top5 | 4301 | 19 | 56.9 | 56.9 | 1.78 | 0.4420% | 0.010701 | 0.007523 |
| VALIDATE | 三連複 | blend | raw | floor | top10 | 8389 | 36 | 60.3 | 60.3 | 1.66 | 0.4290% | 0.009246 | 0.006700 |
| VALIDATE | 三連複 | blend | raw | floor | top20 | 15729 | 56 | 75.2 | 75.2 | 1.55 | 0.3560% | 0.007715 | 0.005816 |
| VALIDATE | 三連複 | blend | iso | floor | ev1.2 | 34066 | 43 | 52.9 | 52.9 | 1.63 | 0.1260% | 0.002971 | 0.001968 |
| VALIDATE | 三連複 | blend | iso | floor | top1 | 862 | 2 | 12.8 | 12.8 | 2.17 | 0.2320% | 0.006503 | 0.003942 |
| VALIDATE | 三連複 | blend | iso | floor | top3 | 2575 | 4 | 13.6 | 13.6 | 2.01 | 0.1550% | 0.006621 | 0.004305 |
| VALIDATE | 三連複 | blend | iso | floor | top5 | 4263 | 8 | 21.7 | 21.7 | 1.92 | 0.1880% | 0.006458 | 0.004341 |
| VALIDATE | 三連複 | blend | iso | floor | top10 | 8353 | 25 | 47.4 | 47.4 | 1.78 | 0.2990% | 0.006062 | 0.004259 |
| VALIDATE | 三連複 | blend | iso | floor | top20 | 15892 | 44 | 54.0 | 54.0 | 1.65 | 0.2770% | 0.005372 | 0.003937 |
| VALIDATE | 馬連 | model | raw | floor | ev1.2 | 41085 | 127 | 45.4 | 46.3 | 2.73 | 0.3090% | 0.008071 | 0.004002 |
| VALIDATE | 馬連 | model | raw | floor | top1 | 874 | 1 | 1.9 | 1.9 | 7.35 | 0.1140% | 0.011665 | 0.002691 |
| VALIDATE | 馬連 | model | raw | floor | top3 | 2621 | 5 | 41.2 | 41.2 | 6.26 | 0.1910% | 0.011248 | 0.002953 |
| VALIDATE | 馬連 | model | raw | floor | top5 | 4366 | 10 | 38.8 | 38.8 | 5.64 | 0.2290% | 0.010991 | 0.003181 |
| VALIDATE | 馬連 | model | raw | floor | top10 | 8688 | 28 | 50.8 | 50.8 | 4.74 | 0.3220% | 0.010590 | 0.003709 |
| VALIDATE | 馬連 | model | raw | floor | top20 | 16981 | 56 | 41.7 | 44.0 | 3.84 | 0.3300% | 0.009873 | 0.004075 |
| VALIDATE | 馬連 | model | iso | floor | ev1.2 | 34246 | 123 | 47.1 | 48.9 | 2.62 | 0.3590% | 0.009325 | 0.004693 |
| VALIDATE | 馬連 | model | iso | floor | top1 | 874 | 1 | 1.9 | 1.9 | 6.89 | 0.1140% | 0.013335 | 0.003117 |
| VALIDATE | 馬連 | model | iso | floor | top3 | 2621 | 6 | 50.6 | 50.6 | 5.81 | 0.2290% | 0.012834 | 0.003509 |
| VALIDATE | 馬連 | model | iso | floor | top5 | 4367 | 12 | 42.4 | 42.4 | 5.20 | 0.2750% | 0.012678 | 0.003870 |
| VALIDATE | 馬連 | model | iso | floor | top10 | 8684 | 33 | 58.1 | 58.1 | 4.32 | 0.3800% | 0.012231 | 0.004511 |
| VALIDATE | 馬連 | model | iso | floor | top20 | 16898 | 69 | 48.2 | 50.5 | 3.45 | 0.4080% | 0.011443 | 0.005068 |
| VALIDATE | 馬連 | blend | raw | floor | ev1.2 | 11148 | 57 | 73.0 | 74.5 | 1.59 | 0.5110% | 0.011011 | 0.007279 |
| VALIDATE | 馬連 | blend | raw | floor | top1 | 871 | 5 | 121.1 | 121.1 | 1.88 | 0.5740% | 0.018331 | 0.012308 |
| VALIDATE | 馬連 | blend | raw | floor | top3 | 2593 | 16 | 84.1 | 84.1 | 1.73 | 0.6170% | 0.015378 | 0.010444 |
| VALIDATE | 馬連 | blend | raw | floor | top5 | 4281 | 27 | 76.3 | 80.0 | 1.64 | 0.6310% | 0.014503 | 0.010109 |
| VALIDATE | 馬連 | blend | raw | floor | top10 | 8232 | 58 | 63.8 | 65.7 | 1.52 | 0.7050% | 0.013766 | 0.010100 |
| VALIDATE | 馬連 | blend | raw | floor | top20 | 14108 | 85 | 49.8 | 51.0 | 1.42 | 0.6020% | 0.012852 | 0.009865 |
| VALIDATE | 馬連 | blend | iso | floor | ev1.2 | 7511 | 53 | 83.1 | 83.1 | 1.59 | 0.7060% | 0.013546 | 0.009013 |
| VALIDATE | 馬連 | blend | iso | floor | top1 | 868 | 7 | 85.6 | 85.6 | 1.74 | 0.8060% | 0.020817 | 0.013703 |
| VALIDATE | 馬連 | blend | iso | floor | top3 | 2564 | 25 | 88.3 | 88.3 | 1.60 | 0.9750% | 0.019295 | 0.013752 |
| VALIDATE | 馬連 | blend | iso | floor | top5 | 4150 | 44 | 77.5 | 77.5 | 1.52 | 1.0600% | 0.018577 | 0.013702 |
| VALIDATE | 馬連 | blend | iso | floor | top10 | 7433 | 79 | 73.4 | 75.6 | 1.44 | 1.0630% | 0.017229 | 0.013240 |
| VALIDATE | 馬連 | blend | iso | floor | top20 | 11269 | 102 | 74.3 | 75.7 | 1.38 | 0.9050% | 0.015655 | 0.012321 |
| CONFIRM | 複勝 | model | raw | floor | ev1.1 | 1439 | 88 | 64.5 | 49.6 | 1.62 | 6.1150% | 0.149271 | 0.102410 |
| CONFIRM | 複勝 | model | raw | floor | ev1.2 | 1150 | 60 | 67.3 | 50.4 | 1.74 | 5.2170% | 0.142651 | 0.089639 |
| CONFIRM | 複勝 | model | raw | floor | ev1.3 | 936 | 41 | 61.1 | 45.0 | 1.85 | 4.3800% | 0.141086 | 0.082726 |
| CONFIRM | 複勝 | model | raw | floor | top1 | 614 | 32 | 46.0 | 35.2 | 1.87 | 5.2120% | 0.162213 | 0.102846 |
| CONFIRM | 複勝 | model | raw | floor | top3 | 1449 | 96 | 64.3 | 49.3 | 1.59 | 6.6250% | 0.157797 | 0.113525 |
| CONFIRM | 複勝 | model | raw | floor | top5 | 1743 | 123 | 63.2 | 49.4 | 1.52 | 7.0570% | 0.157997 | 0.118007 |
| CONFIRM | 複勝 | model | raw | floor | top10 | 1800 | 128 | 62.7 | 49.1 | 1.51 | 7.1110% | 0.157655 | 0.118565 |
| CONFIRM | 複勝 | model | raw | floor | top20 | 1800 | 128 | 62.7 | 49.1 | 1.51 | 7.1110% | 0.157655 | 0.118565 |
| CONFIRM | 複勝 | model | raw | exp | ev1.1 | 2439 | 226 | 67.6 | 54.5 | 1.70 | 9.2660% | 0.168304 | 0.142538 |
| CONFIRM | 複勝 | model | raw | exp | ev1.2 | 1991 | 151 | 65.8 | 51.8 | 1.82 | 7.5840% | 0.156573 | 0.121540 |
| CONFIRM | 複勝 | model | raw | exp | ev1.3 | 1635 | 103 | 62.8 | 48.8 | 1.95 | 6.3000% | 0.149125 | 0.106773 |
| CONFIRM | 複勝 | model | raw | exp | top1 | 669 | 42 | 49.9 | 38.7 | 2.24 | 6.2780% | 0.169135 | 0.116413 |
| CONFIRM | 複勝 | model | raw | exp | top3 | 1836 | 167 | 64.6 | 52.1 | 1.81 | 9.0960% | 0.174829 | 0.144894 |
| CONFIRM | 複勝 | model | raw | exp | top5 | 2614 | 281 | 70.2 | 56.6 | 1.64 | 10.7500% | 0.181604 | 0.162908 |
| CONFIRM | 複勝 | model | raw | exp | top10 | 2999 | 340 | 69.4 | 56.1 | 1.58 | 11.3370% | 0.184903 | 0.171635 |
| CONFIRM | 複勝 | model | raw | exp | top20 | 3001 | 340 | 69.4 | 56.1 | 1.58 | 11.3300% | 0.184957 | 0.171725 |
| CONFIRM | 複勝 | model | iso | floor | ev1.1 | 1364 | 94 | 68.7 | 53.0 | 1.65 | 6.8910% | 0.160288 | 0.109174 |
| CONFIRM | 複勝 | model | iso | floor | ev1.2 | 1100 | 57 | 62.4 | 45.9 | 1.76 | 5.1820% | 0.153712 | 0.095989 |
| CONFIRM | 複勝 | model | iso | floor | ev1.3 | 900 | 46 | 68.2 | 49.3 | 1.88 | 5.1110% | 0.152388 | 0.088791 |
| CONFIRM | 複勝 | model | iso | floor | top1 | 619 | 40 | 56.7 | 44.2 | 1.88 | 6.4620% | 0.170362 | 0.108150 |
| CONFIRM | 複勝 | model | iso | floor | top3 | 1440 | 111 | 68.4 | 52.9 | 1.59 | 7.7080% | 0.168386 | 0.121533 |
| CONFIRM | 複勝 | model | iso | floor | top5 | 1698 | 135 | 66.6 | 52.2 | 1.52 | 7.9510% | 0.169607 | 0.127011 |
| CONFIRM | 複勝 | model | iso | floor | top10 | 1731 | 141 | 67.3 | 52.9 | 1.52 | 8.1460% | 0.169549 | 0.127552 |
| CONFIRM | 複勝 | model | iso | floor | top20 | 1731 | 141 | 67.3 | 52.9 | 1.52 | 8.1460% | 0.169549 | 0.127552 |
| CONFIRM | 複勝 | model | iso | exp | ev1.1 | 2292 | 227 | 69.0 | 55.1 | 1.72 | 9.9040% | 0.180182 | 0.151663 |
| CONFIRM | 複勝 | model | iso | exp | ev1.2 | 1854 | 151 | 66.7 | 52.3 | 1.85 | 8.1450% | 0.167174 | 0.128239 |
| CONFIRM | 複勝 | model | iso | exp | ev1.3 | 1555 | 109 | 65.3 | 50.8 | 1.97 | 7.0100% | 0.162090 | 0.115925 |
| CONFIRM | 複勝 | model | iso | exp | top1 | 667 | 49 | 58.7 | 46.3 | 2.27 | 7.3460% | 0.174309 | 0.118035 |
| CONFIRM | 複勝 | model | iso | exp | top3 | 1829 | 183 | 67.5 | 52.7 | 1.81 | 10.0050% | 0.186920 | 0.155319 |
| CONFIRM | 複勝 | model | iso | exp | top5 | 2549 | 298 | 74.5 | 60.1 | 1.64 | 11.6910% | 0.191854 | 0.171946 |
| CONFIRM | 複勝 | model | iso | exp | top10 | 2850 | 344 | 72.0 | 58.4 | 1.59 | 12.0700% | 0.195446 | 0.180410 |
| CONFIRM | 複勝 | model | iso | exp | top20 | 2851 | 344 | 71.9 | 58.4 | 1.59 | 12.0660% | 0.195390 | 0.180362 |
| CONFIRM | 複勝 | blend | raw | exp | top1 | 3 | 1 | 33.3 | 33.3 | 1.03 | 33.3330% | 0.818131 | 0.888889 |
| CONFIRM | 複勝 | blend | raw | exp | top3 | 3 | 1 | 33.3 | 33.3 | 1.03 | 33.3330% | 0.818131 | 0.888889 |
| CONFIRM | 複勝 | blend | raw | exp | top5 | 3 | 1 | 33.3 | 33.3 | 1.03 | 33.3330% | 0.818131 | 0.888889 |
| CONFIRM | 複勝 | blend | raw | exp | top10 | 3 | 1 | 33.3 | 33.3 | 1.03 | 33.3330% | 0.818131 | 0.888889 |
| CONFIRM | 複勝 | blend | raw | exp | top20 | 3 | 1 | 33.3 | 33.3 | 1.03 | 33.3330% | 0.818131 | 0.888889 |
| CONFIRM | 複勝 | blend | iso | exp | ev1.1 | 7 | 1 | 21.4 | 18.6 | 1.12 | 14.2860% | 0.769768 | 0.796703 |
| CONFIRM | 複勝 | blend | iso | exp | top1 | 6 | 0 | 0.0 | 0.0 | 1.10 | 0.0000% | 0.762876 | 0.801282 |
| CONFIRM | 複勝 | blend | iso | exp | top3 | 9 | 1 | 16.7 | 14.4 | 1.10 | 11.1110% | 0.759773 | 0.797721 |
| CONFIRM | 複勝 | blend | iso | exp | top5 | 9 | 1 | 16.7 | 14.4 | 1.10 | 11.1110% | 0.759773 | 0.797721 |
| CONFIRM | 複勝 | blend | iso | exp | top10 | 9 | 1 | 16.7 | 14.4 | 1.10 | 11.1110% | 0.759773 | 0.797721 |
| CONFIRM | 複勝 | blend | iso | exp | top20 | 9 | 1 | 16.7 | 14.4 | 1.10 | 11.1110% | 0.759773 | 0.797721 |
| CONFIRM | ワイド | model | raw | floor | ev1.2 | 17714 | 201 | 55.5 | 54.5 | 2.11 | 1.1350% | 0.030237 | 0.017341 |
| CONFIRM | ワイド | model | raw | floor | top1 | 673 | 6 | 43.8 | 42.8 | 4.01 | 0.8920% | 0.042813 | 0.016483 |
| CONFIRM | ワイド | model | raw | floor | top3 | 2014 | 23 | 48.6 | 47.5 | 3.47 | 1.1420% | 0.044200 | 0.019385 |
| CONFIRM | ワイド | model | raw | floor | top5 | 3340 | 42 | 48.3 | 47.1 | 3.17 | 1.2570% | 0.043757 | 0.020766 |
| CONFIRM | ワイド | model | raw | floor | top10 | 6532 | 88 | 56.1 | 55.2 | 2.73 | 1.3470% | 0.041049 | 0.021680 |
| CONFIRM | ワイド | model | raw | floor | top20 | 12128 | 165 | 45.5 | 44.4 | 2.31 | 1.3600% | 0.037551 | 0.022202 |
| CONFIRM | ワイド | model | raw | exp | ev1.2 | 18393 | 225 | 55.0 | 53.9 | 2.11 | 1.2230% | 0.031531 | 0.018758 |
| CONFIRM | ワイド | model | raw | exp | top1 | 674 | 7 | 44.5 | 43.4 | 4.06 | 1.0390% | 0.043545 | 0.016991 |
| CONFIRM | ワイド | model | raw | exp | top3 | 2020 | 25 | 49.2 | 48.0 | 3.52 | 1.2380% | 0.045565 | 0.020407 |
| CONFIRM | ワイド | model | raw | exp | top5 | 3353 | 47 | 48.7 | 47.6 | 3.21 | 1.4020% | 0.045312 | 0.022039 |
| CONFIRM | ワイド | model | raw | exp | top10 | 6573 | 96 | 56.4 | 55.4 | 2.77 | 1.4610% | 0.042652 | 0.023206 |
| CONFIRM | ワイド | model | raw | exp | top20 | 12290 | 187 | 48.5 | 47.3 | 2.33 | 1.5220% | 0.039328 | 0.024088 |
| CONFIRM | ワイド | model | iso | floor | ev1.2 | 17116 | 190 | 56.5 | 55.4 | 2.13 | 1.1100% | 0.031208 | 0.017804 |
| CONFIRM | ワイド | model | iso | floor | top1 | 673 | 4 | 14.1 | 13.4 | 4.09 | 0.5940% | 0.042063 | 0.015970 |
| CONFIRM | ワイド | model | iso | floor | top3 | 2015 | 21 | 48.0 | 46.8 | 3.52 | 1.0420% | 0.042420 | 0.018209 |
| CONFIRM | ワイド | model | iso | floor | top5 | 3342 | 37 | 41.2 | 40.2 | 3.21 | 1.1070% | 0.042310 | 0.019733 |
| CONFIRM | ワイド | model | iso | floor | top10 | 6533 | 84 | 58.5 | 57.5 | 2.76 | 1.2860% | 0.040677 | 0.021235 |
| CONFIRM | ワイド | model | iso | floor | top20 | 12114 | 158 | 46.3 | 45.1 | 2.31 | 1.3040% | 0.037795 | 0.022244 |
| CONFIRM | ワイド | model | iso | exp | ev1.2 | 17764 | 217 | 56.9 | 55.8 | 2.13 | 1.2220% | 0.032299 | 0.019055 |
| CONFIRM | ワイド | model | iso | exp | top1 | 673 | 4 | 14.1 | 13.4 | 4.15 | 0.5940% | 0.042359 | 0.016058 |
| CONFIRM | ワイド | model | iso | exp | top3 | 2018 | 21 | 47.9 | 46.8 | 3.57 | 1.0410% | 0.043657 | 0.019023 |
| CONFIRM | ワイド | model | iso | exp | top5 | 3346 | 38 | 40.1 | 39.1 | 3.26 | 1.1360% | 0.043839 | 0.020795 |
| CONFIRM | ワイド | model | iso | exp | top10 | 6569 | 90 | 59.3 | 58.3 | 2.79 | 1.3700% | 0.042021 | 0.022434 |
| CONFIRM | ワイド | model | iso | exp | top20 | 12281 | 180 | 48.0 | 46.6 | 2.34 | 1.4660% | 0.039279 | 0.023822 |
| CONFIRM | ワイド | blend | raw | floor | ev1.2 | 1183 | 35 | 95.7 | 92.9 | 1.38 | 2.9590% | 0.053509 | 0.039510 |
| CONFIRM | ワイド | blend | raw | floor | top1 | 645 | 40 | 133.0 | 129.5 | 1.32 | 6.2020% | 0.081005 | 0.066311 |
| CONFIRM | ワイド | blend | raw | floor | top3 | 1782 | 85 | 86.0 | 83.2 | 1.24 | 4.7700% | 0.071840 | 0.060763 |
| CONFIRM | ワイド | blend | raw | floor | top5 | 2642 | 117 | 81.2 | 78.6 | 1.21 | 4.4280% | 0.067538 | 0.058234 |
| CONFIRM | ワイド | blend | raw | floor | top10 | 3781 | 160 | 82.5 | 80.4 | 1.17 | 4.2320% | 0.061728 | 0.054206 |
| CONFIRM | ワイド | blend | raw | floor | top20 | 4195 | 171 | 81.3 | 79.1 | 1.16 | 4.0760% | 0.059170 | 0.052195 |
| CONFIRM | ワイド | blend | raw | exp | ev1.2 | 1500 | 49 | 89.6 | 87.0 | 1.38 | 3.2670% | 0.057334 | 0.044084 |
| CONFIRM | ワイド | blend | raw | exp | top1 | 667 | 43 | 130.8 | 127.4 | 1.35 | 6.4470% | 0.086578 | 0.071859 |
| CONFIRM | ワイド | blend | raw | exp | top3 | 1912 | 107 | 90.7 | 87.6 | 1.26 | 5.5960% | 0.077761 | 0.067417 |
| CONFIRM | ワイド | blend | raw | exp | top5 | 2953 | 155 | 85.7 | 83.0 | 1.22 | 5.2490% | 0.073931 | 0.065818 |
| CONFIRM | ワイド | blend | raw | exp | top10 | 4499 | 218 | 82.6 | 80.2 | 1.18 | 4.8460% | 0.067607 | 0.061645 |
| CONFIRM | ワイド | blend | raw | exp | top20 | 5140 | 236 | 80.5 | 78.1 | 1.17 | 4.5910% | 0.064221 | 0.058926 |
| CONFIRM | ワイド | blend | iso | floor | ev1.2 | 1429 | 30 | 78.6 | 76.5 | 1.38 | 2.0990% | 0.041241 | 0.030664 |
| CONFIRM | ワイド | blend | iso | floor | top1 | 642 | 24 | 118.2 | 114.5 | 1.33 | 3.7380% | 0.057445 | 0.046046 |
| CONFIRM | ワイド | blend | iso | floor | top3 | 1767 | 65 | 94.6 | 92.1 | 1.26 | 3.6790% | 0.053579 | 0.044797 |
| CONFIRM | ワイド | blend | iso | floor | top5 | 2662 | 86 | 85.7 | 83.6 | 1.23 | 3.2310% | 0.051188 | 0.043661 |
| CONFIRM | ワイド | blend | iso | floor | top10 | 3952 | 125 | 79.7 | 77.7 | 1.19 | 3.1630% | 0.047467 | 0.041373 |
| CONFIRM | ワイド | blend | iso | floor | top20 | 4666 | 139 | 76.2 | 74.1 | 1.17 | 2.9790% | 0.044832 | 0.039353 |
| CONFIRM | ワイド | blend | iso | exp | ev1.2 | 1731 | 47 | 81.5 | 79.4 | 1.38 | 2.7150% | 0.045088 | 0.034717 |
| CONFIRM | ワイド | blend | iso | exp | top1 | 661 | 30 | 119.1 | 115.1 | 1.36 | 4.5390% | 0.066328 | 0.054748 |
| CONFIRM | ワイド | blend | iso | exp | top3 | 1892 | 78 | 93.8 | 91.4 | 1.28 | 4.1230% | 0.062725 | 0.054535 |
| CONFIRM | ワイド | blend | iso | exp | top5 | 2918 | 112 | 85.1 | 82.9 | 1.24 | 3.8380% | 0.059739 | 0.053027 |
| CONFIRM | ワイド | blend | iso | exp | top10 | 4605 | 166 | 76.4 | 74.4 | 1.19 | 3.6050% | 0.054827 | 0.049934 |
| CONFIRM | ワイド | blend | iso | exp | top20 | 5609 | 192 | 72.5 | 70.4 | 1.17 | 3.4230% | 0.051073 | 0.046879 |
| CONFIRM | 三連複 | model | raw | floor | ev1.2 | 93325 | 79 | 33.1 | 33.9 | 2.70 | 0.0850% | 0.002792 | 0.001437 |
| CONFIRM | 三連複 | model | raw | floor | top1 | 674 | 1 | 10.3 | 10.3 | 8.23 | 0.1480% | 0.007932 | 0.002492 |
| CONFIRM | 三連複 | model | raw | floor | top3 | 2020 | 3 | 6.0 | 6.0 | 7.22 | 0.1490% | 0.007695 | 0.002784 |
| CONFIRM | 三連複 | model | raw | floor | top5 | 3360 | 5 | 10.1 | 10.1 | 6.63 | 0.1490% | 0.007490 | 0.002822 |
| CONFIRM | 三連複 | model | raw | floor | top10 | 6691 | 9 | 15.9 | 15.9 | 5.78 | 0.1350% | 0.006863 | 0.002845 |
| CONFIRM | 三連複 | model | raw | floor | top20 | 13147 | 17 | 29.1 | 29.1 | 4.93 | 0.1290% | 0.005937 | 0.002632 |
| CONFIRM | 三連複 | model | iso | floor | ev1.2 | 90686 | 71 | 34.7 | 35.4 | 2.74 | 0.0780% | 0.002711 | 0.001378 |
| CONFIRM | 三連複 | model | iso | floor | top1 | 671 | 1 | 10.3 | 10.3 | 8.48 | 0.1490% | 0.006373 | 0.001764 |
| CONFIRM | 三連複 | model | iso | floor | top3 | 2010 | 2 | 5.8 | 5.8 | 7.40 | 0.1000% | 0.006224 | 0.001944 |
| CONFIRM | 三連複 | model | iso | floor | top5 | 3348 | 2 | 3.5 | 3.5 | 6.78 | 0.0600% | 0.005982 | 0.002021 |
| CONFIRM | 三連複 | model | iso | floor | top10 | 6666 | 6 | 9.9 | 9.9 | 5.89 | 0.0900% | 0.005658 | 0.002132 |
| CONFIRM | 三連複 | model | iso | floor | top20 | 13093 | 11 | 28.6 | 28.6 | 5.03 | 0.0840% | 0.005068 | 0.002085 |
| CONFIRM | 三連複 | blend | raw | floor | ev1.2 | 13595 | 34 | 75.5 | 75.5 | 1.53 | 0.2500% | 0.005642 | 0.003839 |
